EmissionID;OrganisationName;Year;TotalEmissions;GasesIncluded;ChangeFromLastYear;ReasonForChange;Scope1;Scope2;Comments;GDP;GDPCurrency;YearOfGDP;GDPSource
78;Canberra;2016;4003900;CO2 CH4 SF6 N2O HFCs;Increased;The ACT emissions have increased by 4.6% since the last inventory. This is largely due to two external factors. The first is the National repeal of the carbon price, which saw a higher percentage of supplied energy come from fossil fuels, increasing the emissions factor for the electricity grid despite the ACTâ€™s own renewable energy coming online. The second was a below average minimum winter temperatures which are linked to more days requiring heating for households. The slight increase in demand for electricity, coupled with the increased emission factor saw a spike in emissions from the electricity sector compared to last year.;1757500;2246400;;34866000000;AUD Australian Dollar;2015;ABS, 2015
79;City of Atlanta;2016;9024235;CO2 CH4 N2O;Increased;Factors for the increase in emissions are: a growth in the construction market, the construction of a new international terminal at the airport, and cheap prices of oil;3548215;5476020;;2,6E+11;USD US Dollar;2013;http://www.atlantaga.gov/modules/showdocument.aspx?documentid=12107
80;Comune di Ferrara;2016;1582605.13;CO2 PFCs CH4 SF6 N2O NF3 HFCs;Decreased;Measures foreseen in the SEAP has been properly implemented.;;;;;;;
81;City of Vancouver;2016;2442602;CO2 CH4 N2O;Decreased;Community LDV emissions have decreased with declining fuel sales within the city. Also, continued increase in landfill gas capture efficiency, coupled with a decrease in overall electricity grid GHG intensity, reduced overall GHG emissions.;2389748;52855;;83600000000;CAD Canadian Dollar;2015;"Conference Board of Canada (forecast)	 Vancouver Economic Commission"
82;City of Burlington;2016;405385.3;CO2;Decreased;"Burlington continues to ""green"" its energy mix. With cleaner sources of energy supplying electricity to the grid, fewer emissions are being released.";368077;37305;;12700000;USD US Dollar;2014;Bureau of Economic Analysis
83;City of Johannesburg;2016;24716713;CO2 CH4 N2O;Decreased;"This decrease could be attributed to a number of reasons, for example there seems to be a correlation between it and the drop in electricity consumption. This drop in electricity consumption is mirrored in all the major municipalities in South Africa. There may well be data deficiency					
artefacts. The real reasons for this decrease and/or other trend that becomes apparent,will become clear as we become more thorough in quality data collection methods. Furthermore, to enhance our understand we will do bottom up data collection at a project level.";9068358;15661031;;3,37E+11;ZAR South African Rand;2015;http://www.bsivjoburg.co.za/bsivjoburg/index.cfm/economic-overview/joburg-economic-overview/
84;Comune di Torino;2016;3496156;CO2;Decreased;"Last updated in 2014. 							
Since the last inventory performed a reduction of 22% in CO2 emissions compared to the base year (1991).";;;;26933203382;;2013;http://www.centroestero.org/FTP/opploc/TorinoUrbanProfile2013.pdf
85;City of Davis, CA;2016;348347;CO2 CH4 N2O HFCs;Decreased;Lower carbon emission electricity energy mix (grid).;288673;;;;USD US Dollar;2016;N/A
86;City of Lisbon;2016;1934361;CO2;Decreased;The decrease in electricity emissions is related with increase of renewables in the national electricity generation mix. The decrease in diesel and gasoline is related with a correction of national statistics of energy for the period 2009-2012, where this figures were overestimated for Lisbon. The 2013 and 2014 values are now correct. Fuel-oil consumption also decreased by conversion to natural gas. Natural gas consumption increase.;1023910;910451;;68133192;;2010;http://www.portugalglobal.pt/EN/InvestInPortugal/WhyPortugal/Lisbon/Documents/DatasheetNUTIII_Grande_Lisboa.pdf
87;Barreiro;2016;290849;CO2;Increased;A residual increase of 2%.;203441;87408;;;;;
88;Comune di Genova;2016;1810370;CO2;Other;Is not possible a comparison because the categories are quantified differently;;;;25977591566;;2015;www.ilsole24h.com
89;City of Indianapolis;2016;2160364.98;CO2;This is our first year of calculation;;76770.36;1434209.86;;1,25E+11;USD US Dollar;2014;http://bea.gov/newsreleases/regional/gdp_metro/2014/pdf/gdp_metro0914.pdf
90;Abington Township;2016;615224;CO2 PFCs CH4 SF6 N2O HFCs;Decreased;Energy efficiency by residents, businesses, industries, municipal government, and institutions such as hospitals and four public schools with geothermal HVAC, and a cleaner electricity generation mix contributed to this decrease.;193345;421879;;;;;
91;City of Ljubljana;2016;2079758;CO2 CH4 N2O;This is our first year of calculation;;1829808;904042;;8220687536;EUR Euro;2014;Regional data (2014: 25329â‚¬/capita, source: stat.si), no special data for Ljubljana ( â‚¬/capita), $:â‚¬: 1,13
92;Comune di Ravenna;2016;11419;CO2;Decreased;According to the Convenant of Mayors a series of actions have been implemented and are still on going in order to reach the goal of a reduction of CO2 emissions by at least 20% by 2020.;11115;307.46;;;;;
93;Free and Hanseatic City of Hamburg;2016;17755;CO2;Decreased;The most important factor responsible for the lower emissions is â€“ despite a generally strong economic growth â€“ a strong decline in the consumption of natural gas and petroleum products in the industry sector. However, a few industrial large-scale consumers in the field of petroleum and metal industry, whose production usually fluctuates, are responsible for a significant percentage of the consumption.;;;;1,025E+11;EUR Euro;2014;Statistikamt Nord
94;City of Buenos Aires;2016;19667128;CO2 CH4 N2O;Decreased;"Due to the city mitigation actions, the cityÂ´s total GHG emissions have decreased compared to last year. It may be explained, among others factors, because of improvement of the mitigation measures in the Waste Sector: new technologies which have been implemented in order to reduce the volume of waste disposed in landfills. Even though, during 2014, the city recorded the longest heat wave in its history, which has led to an increase in energy consumption for air conditioning and in general a higher residential use of electricity	 however, the reductions in the 2014 inventory were achieved by the diminution on natural gas consumption as well as the reductions done in the waste sector,  which in the end managed to diminish the impact of electricity energy subsector. Regarding transport sector, the City has sold little bit less fuel than last year, which is shown in a small decreases of the sector's emissions.				
Regarding the evolution of total GHG emissions in the period 2000 - 2014, an increase of 17% is observed. However, in the last 10 years (2005- 2014),the increase was 13%. After the implementation of the Action Plan, is relevant to compare the current level of emissions with those prior to the Plan, in 2008. Emissions in 2014 increased only 1.5% compared to 2008.";15561157;4105971;;78326876513;USD US Dollar;2013;Treasury Secretariat, Buenos Aires City Government
95;City of Bournemouth;2016;782650;CO2;Decreased;"Carbon emissions from all sectors (homes, business and transport) have decreased.  Contributing factors to this include home insulation programmes, signposting to business advice sources and increased provision for walking, cycling and public transport. 							
							
(NOTE: Since last year's submissions, 2012 emissions data has been revised, giving a total of 818100 CO2e	 this is higher than the total that was previously reported.)";350775;431850;;;;;
96;City of Porto;2016;1020000;;Decreased;Porto Energy Agency has already calculated GHG emissions for 2004 , 2009 and 2012 (this last one with non definite or mature data). The 2004 GHG emissions were the basis for the Sustainable Action Plan development. As this is the first report, 2004 GHG emissions and related SEAP policies were submitted. The 2009 and 2012 GHG emissions balance point to a decrease in the emissions (by 22% and 24% respectively) - which indicates that Porto is half way of his ambitious target to 2020 â€“ and these results are mainly  because of the decrease in the demand of fossil fuels (in mobility due to the Metro expansion) and â€œgreenerâ€ national grid electricity.;;;;;;;
97;Tokyo Metropolitan Government;2016;70125000;CO2 PFCs CH4 SF6 N2O NF3 HFCs;Stayed the same;No change compared with the previous fiscal year. GHG emissions decreased due to the progress of users' energy efficiency but, at the same time, increased due to a worsening electricity CO2 emission coefficient;27611000;42515000;;9,29E+13;JPY Japanese yen;2015;
98;BogotÃ¡ Distrito Capital;2016;12359324.53;CO2 CH4 SF6 N2O;Decreased;"Emissions for Energy sector in 2015 are reduced because the projection is from the emissions inventory for 2012 , because the emission factor has a high confidence in compraciÃ³n to that used in 2008.				
							
GHG emissions in the waste sector decreased because the mitigation measures as burning torch and recovery of biogas for energy self-generation are implemented.							
							
Emissions of greenhouse gases have increased for the ASUS sector compared to 2014, because they were projected of the emissions inventory of greenhouse gases of the year 2008, from growth data of the bovine population, ecological structure principal, agriculture in Cundinamarca, and production of products of wood, which have an increasing trend over time.";10679585.14;1094791.71;;50464206;USD US Dollar;2015;DANE 2016
99;Ayuntamiento de San Luis PotosÃ­;2016;1320629.99;CO2 CH4 N2O;Increased;Because in recent years the city has seen a high degree of interest of foreign companies for the installation of new industrial plants, thus the demand for jobs and resources increases, having a greater number of companies, workers they need transportation that is often itself.;1096122.89;224507.1;;183992;MXN Mexican Peso;2015;INEGI
100;Pretoria - Tshwane;2016;15236693;CO2 CH4 N2O;Increased;The exclusion of the Eskom and Pre-paid energy usage in the baseline figures. The two subsequent years the afore-mentioned usage was included.;4648959;10589996;;2739000000;ZAR South African Rand;2016;STATSSA
101;City of Denver;2016;8942000;CO2 CH4 N2O;Decreased;Denver saw a slight decrease over 2013 emissions, primarily due to reductions in the built environment.  Although Denver is currently undergoing a construction boom,our sole utilities electricity emission factor has fallen as a result of increased renewables and power plant switches away from coal and on to natural gas.;4557000;4385000;;1,87111E+11;USD US Dollar;2014;BEA Denver Metro Area
102;City of Iowa City;2016;1298620;CO2 PFCs CH4 SF6 N2O HFCs;Decreased;The University of Iowa has increased the use of biofuels in their power plant and the City has increased energy efficiency standards in the building code. The population of Iowa City has increased, but the per capita emissions have decreased since we have been tracking emissions. See attachment above.;590282;699338;;8564000000;USD US Dollar;2013;BEA-for Metropolitan Statistical Area
103;City of Copenhagen;2016;1450358;CO2 CH4 N2O;Decreased;"The CO2-emissions from the City of Copenhagen in 2015 was 11% lower than the emissions in 2014. The reduction in the emissions is primarily caused by more wind power i the power production in Copenhagen and in Denmark in general.				
							
							
For Denmark as a whole, one kilowatt-hour of electricity emitted an average of almost 29% less CO2 in 2015 than in 2014. This drop is partly attributable to higher wind production as well as more use of biomass in combined heat and power production.";;;;3,08279E+11;DKK Danish Krone;2014;Danmarks Statistik, Statistics Denmark
104;Roma Capitale;2016;10008879;CO2;Decreased;;;;;90965338;;2013;Chamber of Commerce
105;Metropolitan Government of Nashville and Davidson County;2016;12275845;CO2;Decreased;"Total Fleet values include both Metro and MNPS fleets. NES reduction due to reduced total fuel consumption and an increased number of alternative fuel vehicles, along with reduced overall fleet size.							
 Total Commute values include both Metro and MNPS commute data. A decrease in total number of employees, higher fuel efficiency vehicles, and implementation of public transportation initiatives in 2011 compared to 2005 occurred. These initiatives include the Commuter Rail (STAR) which was not online until 2007 and had 250,750 passengers in 2011 and an increase in Metro bus ridership, from 7.4 million passenger trips in 2005 to 8.2 million in 2011 (Federal Transit Administration, 2011).							
 2011 includes traffic signals, parks, and recreation lights, which were not included in the 2005 data set.  							
 There was a reported increase in the number of NES circuit breakers.							
 Fewer vehicle miles traveled (VMTs) due to poor economic conditions and public transportation  initiatives including more mass transit, such as BRT, STAR, and Music City Circuit.							
 Increase in recycling	 â€œotherâ€ waste subset category not included in previous inventory. 						
 Bordeaux Landfill gas-fueled generators shut down in 2005	 collection and flaring of methane at site continues.";12275845;;;1,06695E+11;USD US Dollar;2014;MSA Data (not county only) from US DOC's BEA http://bea.gov/iTable/iTable.cfm?reqid=70&step=10&isuri=1&7003=200&7035=-1&7004=naics&7005=-1&7006=34980&7036=-1&7001=2200&7002=2&7090=70&7007=2014&7093=levels#reqid=70&step=10&isuri=1&7003=200&7004=naics&7035=-1&7005=-1&7006=34980&7001=2200&7036=-1&7002=2&7090=70&7007=2014&7093=levels
