AssessmentID;OrganisationName;Assessment;YearOfPublication;BoundaryOfAssessment;Access
139;Municipality of San Pedro Tlaquepaque;https://sigmetro.imeplan.mx/mapa/amr , https://www.imeplan.mx/atlas-metropolitano-de-riesgos/;2022;Larger - covers the whole jurisdiction and adjoining areas, please explain additions: El Atlas Metropolitano de Riesgos es el instrumento que identifica los peligros, amenazas y vulnerabilidades que contribuyen en la creaciÃ³n de riesgos en el Ãrea Metropolitana de Guadalajara, donde se incluye el Municipio de San Pedro Tlaquepaque.;public
140;Prefeitura Municipal de Santos;https://www.santos.sp.gov.br/static/files_www/files/portal_files/hotsites/pacs/plano_de_acao_climatica_de_santos_pacs_parte_i.pdf;2022;Same - covers entire jurisdiction and nothing else;public
141;London Borough of Enfield;https://www.london.gov.uk/sites/default/files/london_city_resilience_strategy_2020_digital_0.pdf;2020;Larger - covers the whole jurisdiction and adjoining areas, please explain additions: Refers to Greater London;public
142;City of MÃ¼nster;https://www.stadt-muenster.de/wasser/hochwassergefahrenkarten;2020;Same - covers entire jurisdiction and nothing else;public
143;Municipality of Torres Vedras;https://www.cm-tvedras.pt/ficheiros/pdfs/00_emaac_torresvedras.pdf;2016;Same - covers entire jurisdiction and nothing else;public
144;City of Gothenburg;https://goteborg.se/wps/wcm/connect/505ba586-d99d-4abc-8bc8-3473dd28002a/Tematisk+till%C3%A4gg+%C3%96P+%C3%B6versv%C3%A4mningsrisk.pdf?MOD=AJPERES;2019;Same - covers entire jurisdiction and nothing else;public
145;Municipalidad de Colina;PLAN LOCAL DE CAMBIO CLIMATICO.pdf;2015;Same - covers entire jurisdiction and nothing else;public
146;Municipio de Montecristi;PDOT Final_Montecristi_2021- 2023.docx[1].pdf;2021;Same - covers entire jurisdiction and nothing else;public
147;Cambridgeshire County Council;https://www.greensuffolk.org/app/uploads/2021/05/Summary-of-climate-change-risks-to-East-of-England.pdf;2012;Larger - covers the whole jurisdiction and adjoining areas, please explain additions: All of the East of England;public
148;City of Barcelona;RESCCUE PROJECT - MULTI-HAZARDS ASSESSMENT RELATED TO WATER CYCLE EXTREME EVENTS FOR FUTURE SCENARIOS. https://toolkit.resccue.eu/;2020;Same - covers entire jurisdiction and nothing else;public
149;Sanggau Regency;perbup tanggap darurat bencana.pdf;2012;Smaller - covers only part of the jurisdiction, please explain exclusions;public
150;City of Helsingborg;https://media.helsingborg.se/uploads/networks/1/2014/11/slutrapport-klimatanpassning-centrala-helsingborg-190905.pdf;2019;Smaller - covers only part of the jurisdiction, please explain exclusions: Thr risk assessment was conducted for the central parts of Helsingborg and provided a more in-depth assessment on how sea level rise and storms might affect the central parts of the city,;public
151;Alcaldia de Valdivia;PLAN+DE+VALDIVIA+27-05.pdf;2015;Same - covers entire jurisdiction and nothing else;public
152;Greater Amman Municipality;https://jordan.un.org/sites/default/files/2022-04/220411-final_amman_profile_0.pdf;2022;Same - covers entire jurisdiction and nothing else;public
153;City of Hoboken, NJ;Hudson-HMP-2020-Volume-II.pdf;2020;Larger - covers the whole jurisdiction and adjoining areas, please explain additions: The jurisdiction boundary includes most areas of Hudson County.;public
154;City of Fremont, CA;https://www.fremont.gov/home/showpublisheddocument/13407/638221646365447129;2017;Same - covers entire jurisdiction and nothing else;public
155;Aberdeenshire Council;http://publications.aberdeenshire.gov.uk/dataset/ca4d686c-f8a8-4390-af0f-8088d2b536bb/resource/dbb94611-c5f0-492f-9ed1-a762fb0813bc/download/cusersspellascdocumentslclip2019final.pdf;2019;Same - covers entire jurisdiction and nothing else;public
156;Government of Tangerang City;Buku-9 Kota Tangerang Menuju Kota Tangguh Bencana dan Berketahanan Iklim_reduceOK (1).pdf;2016;Same - covers entire jurisdiction and nothing else;public
157;City of Thunder Bay, ON;https://climatereadycity.com/wp-content/uploads/2015/12/Earthcare_Climate_Ready_City_Web1.pdf;2015;Same - covers entire jurisdiction and nothing else;public
158;Municipality of Recife;http://meioambiente.recife.pe.gov.br/sites/default/files/midia/wysiwyg/imagens/sumario_clima_recife_portugues_impresso_1.pdf;2019;Same - covers entire jurisdiction and nothing else;public
159;City of Park City, UT;https://www.parkcity.org/home/showpublisheddocument/70275/637594587444370000;2021;Same - covers entire jurisdiction and nothing else;public
160;City of Vantaa;https://www.hsy.fi/globalassets/ilmanlaatu-ja-ilmasto/tiedostot/pks_ilmastonmuutokseen_sopeutumisen_uudet_haasteet.pdf;2017;Larger - covers the whole jurisdiction and adjoining areas, please explain additions: In the publication, the climate change risk and vulnerability assessment of Vantaa is dealt as part of the greater Helsinki Metropolitan Area.;public
161;RegiÃ³n Metropolitana de Santiago;http://catalogador.mma.gob.cl:8080/geonetwork/srv/spa/resources.get?uuid=6cb999b1-71e5-4e58-9101-0c3d4d9f736f&fname=Informe_Riesgos_Climaticos_RM.pdf&access=public;2020;Same - covers entire jurisdiction and nothing else;public
162;New Taipei City Government;New Taipei City 2050 Net Zero Roadmap and Climate Action White Paper.pdf;2022;Same - covers entire jurisdiction and nothing else;public
163;Government of Hong Kong Special Administrative Region;Hong Kong Climate Change Report 2015 Coastal hazard assessments under climate change and extreme weathers (details can be found in our input for 4.1a and 8.1.) (https://www.eeb.gov.hk/sites/default/files/pdf/ClimateChangeEng.pdf);2015;Same - covers entire jurisdiction and nothing else;public
164;Kocaeli Metropolitan Municipality;RISK ASSESMENT.pdf;2022;Same - covers entire jurisdiction and nothing else;public
165;City of New Bedford, MA;http://www.newbedford-ma.gov/emergency-management/plans-documents/emergency-plan/;2016;Same - covers entire jurisdiction and nothing else;public
166;City of Puerto Princesa;CDRA_Compilation_PPC.City_reduced.pdf;2021;Same - covers entire jurisdiction and nothing else;public
167;Oslo Municipality;https://klimaservicesenter.no/faces/desktop/article.xhtml?uri=klimaservicesenteret/klimaprofiler/klimaprofil-oslo-og-akershus;2017;Larger - covers the whole jurisdiction and adjoining areas, please explain additions: Covers Oslo and Akershus county (county boarders have since been changed);public
168;City of Miami, FL;https://southeastfloridaclimatecompact.org/wp-content/uploads/2020/04/Sea-Level-Rise-Projection-Guidance-Report_FINAL_02212020.pdf;2020;Larger - covers the whole jurisdiction and adjoining areas, please explain additions: Four Southeast Florida counties - Miami-Dade, Broward, Palm Beach, Monroe;public
169;Semarang City Government;20200218 Laporan Akhir RAD API Kota Semarang.pdf;2019;Same - covers entire jurisdiction and nothing else;public
170;Blitar City;Lapkir RPPLH KOTA BLITAR_300622.pdf;2013;Same - covers entire jurisdiction and nothing else;public
171;City of Cambridge, MA;finalreport_ccvapart2_mar2017_final2_web.pdf;2017;Same - covers entire jurisdiction and nothing else;public
172;Shah Alam City Council;GPP_KSAS.pdf;2017;Larger - covers the whole jurisdiction and adjoining areas, please explain additions: National guidelines;public
173;City of Seattle, WA;http://www.seattle.gov/light/enviro/docs/Seattle_City_Light_Climate_Change_Vulnerability_Assessment_and_Adaptation_Plan.pdf;2015;Larger - covers the whole jurisdiction and adjoining areas, please explain additions: Includes hydroelectric projects, transmission & distribution, and fish habitat projects outside of the City of Seattle;public
174;South-East Region of Ireland (Kilkenny, Carlow, Wexford, and Waterford Counties);https://www.wexfordcoco.ie/sites/default/files/content/Wexford-County-Council-Climate-Strategy.pdf;2019;Smaller - covers only part of the jurisdiction, please explain exclusions: Southeast region is composed of 4 counties which produced the assessment individually;public
175;City of Salem, MA;https://www.salem.com/sites/g/files/vyhlif7986/f/uploads/salem_climate_change_plan_appendix_d.pdf;2014;Same - covers entire jurisdiction and nothing else;public
176;Yeosu City;1.1a.Climate risk and vulnerability assessment in Yeosu City.pdf;2022;Same - covers entire jurisdiction and nothing else;public
177;Zarcero;1. Informe de resultados inventario de GEI Zarcero 2019.pdf, Informe_Plan de adaptaciÃ³n_Zarcero2023.pdf, Plan de AcciÃ³n ClimÃ¡tica de Zarcero, 2020.pdf;2020;Same - covers entire jurisdiction and nothing else;public
178;City of Adelaide;https://www.resilienteast.com/resources and https://static1.squarespace.com/static/5c4d88b5aa49a11b1eae4b9f/t/5c4efde8cd836601cd1c0c73/1548680699083/IVA+Report.pdf;2016;Larger - covers the whole jurisdiction and adjoining areas, please explain additions: This was done as a collaborative partnership of 8 local municipalities and State Government, named Resilient East, https://www.resilienteast.com/;public
179;Mid-America Regional Council;https://www.marc.org/sites/default/files/2022-05/Climate-Risk-and-Vulnerability-Assessment.pdf;2021;Same - covers entire jurisdiction and nothing else;public
180;Municipalidad de BelÃ©n;https://munibelen-my.sharepoint.com/:b:/g/personal/ambiental_belen_go_cr/EbcXWwpI6hxJmbdql4OZ1eEB4AeYzCsjVZGVhfAlNZRPXA?e=RLAIAd;2022;Same - covers entire jurisdiction and nothing else;public
181;Municipality of Vitoria-Gasteiz;https://www.vitoria-gasteiz.org/wb021/was/contenidoAction.do?idioma=es&uid=u_39f815d1_127fa8ec204__7fb5;2022;Same - covers entire jurisdiction and nothing else;public
182;Municipalidad de Independencia;SECAP INDEPENDENCIA VF (Agosto 2020).pdf;2020;Same - covers entire jurisdiction and nothing else;public
183;Merri-bek City Council;https://www.naga.org.au/exploring-vulnerabilities.html;2018;Larger - covers the whole jurisdiction and adjoining areas, please explain additions: The assessment covers 9 Councils in the north of the Greater Melbourne Region, including Merri-bek City Council (formerly Moreland City Council).;public
184;City of Greensboro, NC;https://www.guilfordcountync.gov/home/showpublisheddocument/12036/637604798816670000;2021;Larger - covers the whole jurisdiction and adjoining areas, please explain additions: Covers entirety of Guilford County, NC and 10 municipalities therein: Gibsonville, Greensboro, High Point, Jamestown, Oak Ridge, Pleasant Garden, Sedalia, Stokesdale, Summerfield, and Whitsett;public
185;Middelfart Municipality;https://middelfart.viewer.dkplan.niras.dk/plan/32#/;2022;Same - covers entire jurisdiction and nothing else;public
186;City of Boulder, CO;https://bouldercolorado.gov/sites/default/files/2021-02/cfs-master-plan-2004.pdf;2004;Same - covers entire jurisdiction and nothing else;public
187;Town of Whitby, ON;Durham Community Climate Adaptation Plan.pdf;2016;Larger - covers the whole jurisdiction and adjoining areas, please explain additions: The boundary covers the local municipalities of Pickering, Ajax, Whitby, Oshawa, Scugog, Brock, Clarington, & Uxbridge which constitute the Region of Durham.;public
188;Municipality of Amsterdam;https://www.amsterdam.nl/wonen-leefomgeving/groene-stad/samen-slag-klimaatbestendig-amsterdam/;2020;Same - covers entire jurisdiction and nothing else;public
189;District of North Vancouver, BC;https://www.geoweb.dnv.org/Products/Reports/PublicSafety/BGCLandslideRiskAssessment_Final.pdf;2010;Same - covers entire jurisdiction and nothing else;public
190;Prefeitura de FlorianÃ³polis;https://www.pmf.sc.gov.br/arquivos/arquivos/pdf/27_08_2015_9.27.58.f256adc2f8bf21d6481e39eb1b350a0d.pdf;2015;Larger - covers the whole jurisdiction and adjoining areas, please explain additions: Estudo realizado no NÃºcleo Metropolitano da RegiÃ£o Metropolitana de FlorianÃ³polis - nove municÃ­pios: Ãguas Mornas, AntÃ´nio Carlos, BiguaÃ§u, FlorianÃ³polis, Governador Celso Ramos, PalhoÃ§a, Santo Amaro da Imperatriz, SÃ£o JosÃ© e SÃ£o Pedro de AlcÃ¢ntara.;public
191;Oslo Municipality;https://www.klimaoslo.no/wp-content/uploads/sites/88/2021/03/Climate-Change-Vulnerability-Analysis-for-Oslo-short-version.pdf;2020;Same - covers entire jurisdiction and nothing else;public
192;San Luis Obispo, CA;https://www.slocounty.ca.gov/Departments/Planning-Building/Forms-Documents/Plans-and-Elements/Elements/Local-Hazard-Mitigation-Plan/San-Luis-Obispo-County-Multi-Jurisdictional-Hazard.pdf;2020;Larger - covers the whole jurisdiction and adjoining areas, please explain additions: The San Luis Obispo County Multi-Jurisdictional Hazard Mitigation Plan covers San Luis Obispo County, which includes the City of San Luis Obispo. The Plan also has a city-specific annex for the City of San Luis Obispo.;public
193;City of Manhattan Beach, CA;https://drive.google.com/file/d/1J_HmVB56MAVDqCVnt4-fbPvbrg1izUHX/view?usp=sharing;2021;Same - covers entire jurisdiction and nothing else;public
194;City of Columbus, OH;FINAL_ColumbusFinalReport_3.0.pdf;2016;Same - covers entire jurisdiction and nothing else;public
195;Municipalidad de Providencia;http://firma.providencia.cl/dsign/cgi/sdoc.exe/sdoc/document?id=g%2BlSq31Km%2BOGiGVdpYsebg%3D%3D;2015;Same - covers entire jurisdiction and nothing else;public
196;Municipality of The Hague;https://denhaag.raadsinformatie.nl/document/7390498/1/RIS301829_bijlage;2019;Same - covers entire jurisdiction and nothing else;public
197;Prefeitura de SirinhaÃ©m;ÃREA DE RISCO OUTEIRO, VILA OPERÃRIA E VILA ESPERANÃ‡A.pdf;2023;Smaller - covers only part of the jurisdiction, please explain exclusions: Bairro da Vila OperÃ¡ria que apresenta risco de movimento de massa na rua da Bica;public
198;RegiÃ³n Metropolitana de Santiago;https://cambioclimatico.mma.gob.cl/wp-content/uploads/2020/07/Plan-Nacional-Adaptacion-Cambio-Climatico-version-final.pdf;2015;Larger - covers the whole jurisdiction and adjoining areas, please explain additions: Plan Nacional de AdaptaciÃ³n al Cambio ClimÃ¡tico;public
199;City of Vantaa;ilmastonmuutos-paakaupunkiseudulla.pdf;2023;Larger - covers the whole jurisdiction and adjoining areas, please explain additions: The report deals with climate change in the Helsinki Metropolitan area;public
200;Kyoto City;https://www.city.kyoto.lg.jp/kankyo/cmsfiles/contents/0000000/328/keikaku2021-2030.pdf;2021;Same - covers entire jurisdiction and nothing else;public
201;Ferndale, MI;FINAL_FINAL_GHG_Emissions_Inventory_Report.pdf, Plan Ferndale Adopted 09.26.22 HIGH RES.pdf;2019;Same - covers entire jurisdiction and nothing else;public
202;City of Columbia, MO;https://www.como.gov/wp-content/uploads/2020/11/CoMoCAAP_VAfactsheets_Health_final.pdf;2018;Same - covers entire jurisdiction and nothing else;public
203;City Government of Makati;Makati DRRM Health Plan 2020-.pdf, Makati DRRM Plan 2019-2030.pdf, Makati DRRM Plan 2019-2030-pages-39-62.pdf;2019;Same - covers entire jurisdiction and nothing else;public
204;Municipalidad de PeÃ±alolÃ©n;"""Atlas de Riesgos ClimÃ¡ticos"" disponible en: ""https://arclim.mma.gob.cl/""";2022;Larger - covers the whole jurisdiction and adjoining areas, please explain additions: AnÃ¡lisis de riesgos climÃ¡ticos de todas las localidades del paÃ­s;public
